sample_id,member,jpeg_sha256,preprocessed_fp32_sha256
124,n04131690/ILSVRC2012_val_00002728.JPEG,3271a602eae07ce00a40abc68f3d629ca05a124b8cd0433a38276d4d48adb77a,316d7ba84bb396ce461664847c47b19b6c962beb3f937fabfb7eac4f00b9e882
125,n03291819/ILSVRC2012_val_00037625.JPEG,6996ad44c99cd86b4ab7e8232dd9d342543e017de87480216790c2c3830356cf,f1192357039825d5a5429bf4c62a70e0ab446af7f29c92608a99133b023cbbd4
126,n04069434/ILSVRC2012_val_00041089.JPEG,93b83e75073da151d5df37ccd598b086044aa080f3dae686db74bc777b3b9caa,270e63d2b6ccc3b9bc8fc3b0ede6f3a6c984838e8988d1b0e9393a8c6822bb2e
127,n02444819/ILSVRC2012_val_00034384.JPEG,36a173653a5a5ee041ad3bfc0732959e8d41581c92bc5056a1f2c2a36a89320b,0fb369555b63e1f3729064e1faccbc5574fa3fd2307c9d6628a1c22e5fb2d5e6
128,n03485407/ILSVRC2012_val_00024995.JPEG,30242c4446670b0082bd202e52903bd30b87375cb1903da46265fc39173200ac,c04539b1035022dcb8633966e9f297c27b3f6a0e479e8005f1792ebd17931c59
129,n03733131/ILSVRC2012_val_00029892.JPEG,381fcd78588af28ed58a80a7b7032c02db121b7c44d93b9f738ab89ef6848e62,86eba39499c4bdaf3a4fccb08938cb9a95e439ec3a7df981dc626f49439fb014
130,n04462240/ILSVRC2012_val_00016686.JPEG,037064996437d29160d928f41a00a90d3abc2e52da48b6c2652ec39bb41f8f64,c3b9f762a8ca72197507a0db777b8a8e504b0481395ce53dfcfa7d65f148357b
131,n04367480/ILSVRC2012_val_00020798.JPEG,98be624640de7245db67621e8781aeb2068f5e8bd82a5b6429593eb712303adf,d96ae6ee48787d0a601a01f9a08cfb56e47931039be85afe32b9c47e764e8029
132,n06596364/ILSVRC2012_val_00037140.JPEG,01e03f3f8ce361013cc3ff1eeb4f642d194062819db25e88c552cff26517149f,023f48f97fcd6a80ca6641001df5c06113927e21b37075c9d17ef555d9905e40
133,n02930766/ILSVRC2012_val_00021716.JPEG,11b861fe3901e5a0fedfa490e1e275d148d03af38fe089bf26777971a68b44d3,8a7197f3908926149cb9e6eaa91d9705e881735a2190c2905feabd141222325c
134,n01910747/ILSVRC2012_val_00048269.JPEG,27abfe7f6b28e852a1e0670496368676b5652a68dab2b3b25a9d7c06ae71ca08,bfde612c0861a69f39614cf72a96232892387f2173c93c91e2de6e100d40c43b
135,n02793495/ILSVRC2012_val_00009958.JPEG,6c96f592121730d78d89759c8038f7d3b0c9d82672b65b421d88ff679c0889c1,7b68084469fdfb6084059d5818fdbc907c51ca23b8515a8af3688441023a4d46
136,n04252225/ILSVRC2012_val_00007264.JPEG,099eb1c0c93c3bb73269f515b14c44cfe2c02f785bfce5ca87f804030ad105d1,76ca71ec527fc7039a5bf97419e32c98d6c9d65cee0046308e64d27498551df5
137,n02085620/ILSVRC2012_val_00012035.JPEG,9ba21be45c6eb069b3981939d69df375cb8471f1a9a2c495802d89c8a6fbc4f8,d6bf9d24d57c6a29c476cd6a771a815aba02256db8b6a4c52e06f90283cf2f4d
138,n03710193/ILSVRC2012_val_00035052.JPEG,2f03129b5692413c3b0fc733f6812de2b37dd0144e6996b8c413e52167d18aba,8d4c17234765f8fc3cfb933880fad6038854e2ad436475b1c1aacf6e3d7843de
139,n04118776/ILSVRC2012_val_00018373.JPEG,61a3d4aa3a902a8c94987f56cb6440614d25aa188bbea20ae03f748a825301d1,3e7d1b7d0223c370fb0f876bcd2fc4df7bf4b45721172ce4d696f668b712de3d
140,n04326547/ILSVRC2012_val_00043588.JPEG,63c05eb90b6069ab26203c9ebf3e98f29c784482989597c8ac83dab27b941def,e292e45f06fbbfe0133d37a17405771a9876c5ccb254f5609e6a6ca13324b30f
141,n02817516/ILSVRC2012_val_00025841.JPEG,ee310562c5c51459f498dfeed97a715a06c4fd50d87021ce31ba131b93232022,688ea80ecd6ea2bd89d4391f73327e833e01649ce7161581bccd9b8b69a814f0
142,n02110063/ILSVRC2012_val_00025669.JPEG,d3d1cfb3330b1929af85b1c04bed9f8f5453d008af062eee6ea972ddf51b42dc,61a7a8ee9ce3f31bfb0c92b935d9a3c728b9f82a3ad0d9240aad85c5fca4e7ec
143,n02264363/ILSVRC2012_val_00031524.JPEG,47ed521578844fd1ed0a307073263d92cfc587b06a08b1a120b40c1f335e7e76,fff6b817379e3bad47b19af81369eb4d427746ab269db272982805b1657df313
144,n01608432/ILSVRC2012_val_00013393.JPEG,3276bda3da91c2767aefae8eef28f96e8fa94a09d5e8a6d61b381450c4e20832,1c1e5dc8ee2b013162abb5e3c39ac8d81990b697524763cd3fa16d96302aa0cc
145,n07802026/ILSVRC2012_val_00034689.JPEG,4de34d8109d902a704bf550637ad8d3e37db92d07a872ec03915f17a8daee81e,aebf0ff778ab9ac45c26c841ea6dc05d3e2511d405fbce4e41707f2543840e57
146,n02437616/ILSVRC2012_val_00016710.JPEG,45cd2bbb3af4cdee7969be85624942e2fbec3a95e150c0410dc435314a0a2c94,cdb6eec38b33ebbc09c699591c21b8e01e6283111b90d35da652e6715c8c5801
147,n02085936/ILSVRC2012_val_00026761.JPEG,7cf977b0df2b93803ee8d110a259561aa8c6faa762ef50a0f2d3f68dfc776210,567ba88ea7dbe497e4e6167ade217ad7d82f4582195d069c5b009acf8885401e
148,n07583066/ILSVRC2012_val_00026941.JPEG,b6eb72c183ea3f1ca7a1612ea6dbde1cb1bb9fdd90445e5e9f52f48ffc0b1d1c,eef58d3c3b51dfbb7dea3a4390abc731517aeecab619852fdd35ff2e610a942d
149,n02128385/ILSVRC2012_val_00048233.JPEG,4ce9e1883a127ead16736619bdc068f21e61275c2d96eb419520c350e23b00d9,47a6bc967793854f8c725a134ffa98bb8518d6b4fc7bf08f4ed5c37513073571
150,n02992529/ILSVRC2012_val_00033180.JPEG,6410c3178208b9b13b8a6986cd16b9c80bf25ceef0b5e6f013c4ce2d46aadaa2,cede83d0aaaacac339966acf25d92f08a1cafedf57d6cd4716d4711171a4f5ed
151,n02104365/ILSVRC2012_val_00023554.JPEG,8044b10a2cafc65ffb0bb9cc5d9c854eabc09bfff013846a560eaadecbc5387b,2793f7005810d5eb9ecaca59242a77e45e27351e7fdba2951e8a92f82dbc31e8
152,n02808440/ILSVRC2012_val_00042102.JPEG,fa8c056e1291689c509d81075eb79e82314d6b6b5825d16518c7722dc6c87411,2b215e19481d15294ff66cc3beb0a04e2a0959609a07d7bed41011b62ccdbd1d
153,n03372029/ILSVRC2012_val_00022013.JPEG,5374b6923545a9e113b6690a013f1374d2909c06bcfacf1aa580d43f187ec13f,e2dc0d2b028e35b6f121e140a900c7e97cbc0e12f377ddbfd2f5d6d9324e2669
154,n01796340/ILSVRC2012_val_00025998.JPEG,286b8e2f086dca6521262c97920ec397a4697d97fed54edcdc5e31c52ba97680,0ac8c5ee52094cf03fb03d02b1bd6b63ad2ba4e92b2aa91012d32d5e81e0cfca
155,n02009229/ILSVRC2012_val_00045819.JPEG,12c30b35c132ff5fb2ae35edd12cd49cacf2680c5650920ed79a13dee71e2a21,f57a6f5d23f9957002ab68d8c80b93b64c820db978c5b8b640f0aa9aec94b3fc
156,n02096051/ILSVRC2012_val_00042177.JPEG,0ad00e7158e5a1c8e0e14b6beeb4b86e0439cbab994f900cbbe5d67f3847a691,7d53c7d235da850faa763a7cf67765e02774450e9a216325e46960ed2bedeab7
157,n04612504/ILSVRC2012_val_00020544.JPEG,ee2b8f9e8ac7108b100e5b52cc7d17626e5697b1e639971b259938cce42576d9,794370d726367216aa216507f77cb3622b56b6b4899619b3212e383e06908ce2
158,n02125311/ILSVRC2012_val_00031884.JPEG,061213dfac529305083885a3329d865841bb0c46a57a308787a97512df06e454,7732fa1215b4cc2d6d3c515619c24c1b1fd5649ef564307b770b26a9689cd650
159,n01739381/ILSVRC2012_val_00014926.JPEG,e3f23ccc521c5fd5500a851bef03d6c50b49f0ac99a318781506c680d7eaff9b,e7461b503e57d23e3b6ce9d53bd236d5012c1d92493597aefab46ecd1769b403
160,n04039381/ILSVRC2012_val_00007886.JPEG,e7e2624d1c8fd5059b3a7bdb585604d55bd68e3d567ead78097c1f30a6af0e7a,8f57a2e3fa0011f4ebac7df0116bfc1a8178a42ecf6747075a49bc65d23d42f5
161,n04344873/ILSVRC2012_val_00014105.JPEG,2ca9d1e42be0ba0fb37e59b007611908980be371626028c858f1549132b40687,e90ab8425e3d18b2309aadb9d72d0099e261588538053b8cd53af936beac378f
162,n03887697/ILSVRC2012_val_00009790.JPEG,a7cf98f58cabf4f97e96d750d1ad21b74d1099b1ab54e26db2824ca6e30665cc,4cda053f9a256034fb8917bc54ee666921dfaf979346aa76adef42abe40df308
163,n04201297/ILSVRC2012_val_00020022.JPEG,d9a3a8095e77c1ca12a0cc2d29374718931f08cd86884e153876c5208ac2616c,b17efb198e191e49b6381acd5719965a7a9c6a55731b7a61066fe3d86a13a7ef
164,n04548280/ILSVRC2012_val_00008278.JPEG,cfe31ba438df53889a90195af431bfe38acf8b88a4c55218da9365b75399e4c4,9c1083ee6cb8714025b6a49fa736e69190a029bb8b1e58bdc31e87f30be3e2f9
165,n01843383/ILSVRC2012_val_00049553.JPEG,389e195accb1feb0c1b58939384b5385eb6847a1d7fcf0101939cae3d1bc2eb9,05e0671ed8c20e1097c8b908c615b2e35af2fe3891155e260da4f9e0da90a1dd
166,n01665541/ILSVRC2012_val_00048011.JPEG,46735a7316322eacd86196fd089b3b50418ca9df1b0d04690eae70281ef216ca,6151b577eb48896ac072c85a1c10e1abb344a08abf1f808ee900e66baaac7bf3
167,n02088466/ILSVRC2012_val_00006895.JPEG,667d08011568a63229f9a9b33d957b971bf9fe684b067bd74b5bf50d076686ec,82b6c4123dd7ec25339552d02b240bffab163e375c37dbce05c0d5fdd09eb70c
168,n04346328/ILSVRC2012_val_00014341.JPEG,a7c3e8248150c0b193eb008dd3a2801673934848d775b9b45a5fbb7cfb3d2887,53b3194f452ad75783e4a3e245bd45779d7697073ea47cba9dc2294cd634a147
169,n02109525/ILSVRC2012_val_00003390.JPEG,16cb54226cf2a400963c1910e34883446104af3a774f45d7522c4b60334457bd,3711ad0907c5712003b8132734a03b1dafdc6514be8d5baffbf5afea976f9f6c
170,n04209239/ILSVRC2012_val_00034414.JPEG,609eee9be021a4d404f6922d8a260b87f188ed1ecb697bb6a17e3b18a512a634,871fc1719f03b180f8c29ac1a96262508ddc8c0daeaf52bcebb9ab3705dc6ea5
171,n04041544/ILSVRC2012_val_00045875.JPEG,9eb1372d567b5a7d1dd124f85cfab225d95dfbed318f08f36ada92f08fc92685,37a0b22bdb8cdd454d21e652ff8fe3aaac9f64b4775e0ae5e68004b41151eafe
172,n02086646/ILSVRC2012_val_00041848.JPEG,71cf708211bdbae8c0be8d87d7d3cd4fe9d4dd9b6154145fbd23d1a0daa73787,9d02ae142010840f29f8c9acfcdd07b2850788dfb4bbf703c9ba8c36d5062c2f
173,n03109150/ILSVRC2012_val_00039009.JPEG,114380ae67d41ee902662646a398a64bfc2eddc0d05e3d444155eef35c3a7631,c1cf3753738888b5c0a3d36f97c5568c605a2ec1558680ba68e9b9b38caeb462
174,n01978455/ILSVRC2012_val_00048562.JPEG,44bf62571f176951be738dae7883d32be557aa44231e3dba3f211f8777dca11b,af3120e58ba992fae210c2f67214ffc39b339421a98f67238a6ee1455c86f3ce
175,n02988304/ILSVRC2012_val_00012676.JPEG,75a8905a2986423687c2667007c7d6b0ed0e745e27459950912866921f9a5bd5,d040c36612fcad0261b1e000cc793f7eb77d57917b674299d53f22afc4ec5011
176,n02085782/ILSVRC2012_val_00004671.JPEG,d9136b3552abd51aab5b1baffef37e8b524c38747ec2c3d6233701c0464a2c1b,e4e7ef52460718c843d22853cc0d7d7379b470472e362b8d61770df7f070bd30
177,n01694178/ILSVRC2012_val_00032267.JPEG,cbd5c6f6b597d15846df2f5dcc3e921ca0b6eeeb0ed6fa08ba11396ff1c05d97,9ad0baf480905e0535f026f83cbd74a146caec91dd571f60acb012a505ee5c72
178,n04209133/ILSVRC2012_val_00030670.JPEG,f60857da9d54c23c212d2b32ee7bcb6dd1193b934f24f02764741ae2506efbd9,a0845183a9cfd0496bd6736b671e6ded466b763b942645a569cf99bdb241a0da
179,n01632458/ILSVRC2012_val_00018008.JPEG,7d0207fcad8a6b05e83870e851cbb60de70f19d17295dce09501fa15b54787a2,c077c793c59d0b757cbb4a32984ed0bb9cfaa3ceabdee7d27633d9db1f442f61
180,n02111129/ILSVRC2012_val_00001762.JPEG,9c11a24ff0b8fa58557f75561406143142247f5d3046d8f325feb31b13508862,90ea2382994f7693c16238393b1702b8ecb6c3e5b67f9de35906909e12366ad8
181,n02108089/ILSVRC2012_val_00018899.JPEG,d59ebd9bda49cbbf7a1f2fd3a65b57f02b5d4674b502a2b1a0dfa62418fb1cd6,867786474f0d2d553a204d29b8c150bbb3c4aaf7d5033bca9ad294d334e62c9e
182,n07717410/ILSVRC2012_val_00017355.JPEG,f23731df57748142bce185079e9aa7a21f1b6c45a6f3bf149a648252e0d40a65,3705c3ca2cef2783e54a158838fd17d4404bf2391a0c823cca1d02344d5af1a7
183,n02088364/ILSVRC2012_val_00020553.JPEG,0784adffb9ee242783bb6f04ec73e4c8d14bd92eb3130f0727cf7ea678d31a70,6dcfbaf2ae8a1b1ee8045745a8d2df224c1c503dfd52412f30176aed72706ea6
184,n03673027/ILSVRC2012_val_00003666.JPEG,e26cf687606833b24dc5ac8ce17644749a0a9bf5ca0a0741714066d14fb8d8a0,7d50810f44304e6a90e8d70a6df6b027498f42dbbdbacb20a4a129a465543cad
185,n02117135/ILSVRC2012_val_00000133.JPEG,5339041e2dbcdd00495a78ea02ac925c7b805dc7bd9b995de22ebb1d8398e814,1be43aec58b67fa108e98b0cc9d3af63e14fc207f60c92dd452e7da042452b38
186,n07753275/ILSVRC2012_val_00004198.JPEG,e52bcf103c7766eedba59d33a73b15371fb06c739a9f12280a1647d0bf5a5945,11e70ee2cb60b65019d87b00ddf9c36fbc8ed2e9661357921e81d34ba8c5e7ec
187,n01795545/ILSVRC2012_val_00001136.JPEG,d5f74de9f080fa288d22914784754e4de538c53cb110334b4872794f3d2f2599,0d66c1bdc211af7093f7a90d337980bff07ec7ba63d89c3388a937ce86b70eb6
188,n04540053/ILSVRC2012_val_00023756.JPEG,a65937df669b529f3c65e286957df4b3d82b8cabe69a0a45676c57d6cf77479f,3cc068dfa2329340fbd17f85391c567600303fdc70b5e864d63f24757292780d
189,n01632777/ILSVRC2012_val_00044893.JPEG,45b2ea9be66b2b4ab2be445ee7c67b9e969eccce06ab8fdec7e0d3dbec695ced,9cc658b1bac88938a079a08a4c644259ea50b3ea13415d5a91e03cc5813ef227
190,n03924679/ILSVRC2012_val_00022349.JPEG,e682a321ebcd63b3944a6e9d066362c52d32502ef948397e8a68fb4135bf7028,3b118cb8c659acb8a09acbd6bed1cf5f9928eb9a6a22e7f7f21b721c01b9c430
191,n03355925/ILSVRC2012_val_00045003.JPEG,313823a2e5864f3438410391badda1dff2bab1dd61e092f3a91cc770a550633e,df51b8e08026da6b71cac1bec2c6fbd5b723a2b864472653283aa47e4257b1fd
192,n04270147/ILSVRC2012_val_00025022.JPEG,15a0d68177ccb547b4e1e428cd58565d88cf71c846e85cb000bca4d0b2ceea02,ca8ba61ff96ce3840495e8c03767f5ff955dde061c2a3205a194ebe48d0b9d21
193,n02011460/ILSVRC2012_val_00000390.JPEG,9c84ab4d72d7adbecf37adc82a039f446e7be4d1da042bb2fdf014a4dbb1ec6a,34d0fc76cbd1eb849aa8a8b59a16a2c266ec16d059c5fd85858716721cac9d4f
194,n02391049/ILSVRC2012_val_00034575.JPEG,57f593298b48ddc5197c162799dce9363a0a1cdc30a41dca2ca4e2206bbc1909,533887da60b3d942337a13ff0a9994e7d43ee3001eb2063b936dd47252d9f8e9
195,n01824575/ILSVRC2012_val_00034809.JPEG,a29f1a6e6f00d9810f2eece1c48f01cc508d128db870903217bfd86491c4d1ca,1b52cadea448939a810dc163e74060ee32d3ea8392747a33279c533c29fda7b1
196,n02128757/ILSVRC2012_val_00019978.JPEG,29597a01a3488786561a6ad9b9e27b0bbc08e5d6d928fdc098d11bc882ee413c,96de3ec8caad1da3664fd17041cbfb7e088ac5e2936b1a74f685f6168813bd1c
197,n01833805/ILSVRC2012_val_00016623.JPEG,e6dfbf2a9d752a7052eef4e513cb551c43f2c269dbfed043f1a84104d01d0d58,bfbff2a2416af38db16a6f2fba14ef76ed15487abb70a7fc6b4ad4b24adb7b9b
198,n04389033/ILSVRC2012_val_00047296.JPEG,6deb99bebaaeb9f953c5f14a594eebac1f43a065ab0e91c568d3213664d4abdf,d6f50b9c17363eb68f01ca6f664faadb0ac3f8676116326f0b1541de6a6686ba
199,n02640242/ILSVRC2012_val_00031255.JPEG,498689e876579d7cfdc8d6778a95906f8c00c3164779c5894da9ebf08080b57f,43433c5c5c580f50f6ddce280dcf267014b099526259c6428177464ca61d93fa
200,n02892767/ILSVRC2012_val_00008443.JPEG,2f7c5947265eff8caa7ca1a34f6051ad17ac0e73690ccab7a106de537e9e1b4d,dde5b7c50fb864797ceaeeea0ddbf097693556567376c7449c2949bf2b27f3f4
201,n03425413/ILSVRC2012_val_00023044.JPEG,b6861b17263fbcebb960c7313824d1a5e7bc5f4acedf543e8d427e72ba0c5a0d,65880b09eb4fc352a817a7b307cfcc98f41c28ef739e00682170041df6972237
202,n02107142/ILSVRC2012_val_00021036.JPEG,9bc9079e67c352340f7fe3beb9f2a43d9105fb80b632f75a8877487d17b67aaa,3e9a7afe452fb53a8393d0321fbf19dc15320ac49ae093a95850c23d5e5c53a1
203,n01795545/ILSVRC2012_val_00000075.JPEG,e2a466eecf51f10ab59eb3535b870ee0a0148d46e0409e9c1280da60ee8f2ecc,f9cab07e18d1eb41f4239abfb1df360e5ea64b4504a47f70a48dc765779a3503
204,n03776460/ILSVRC2012_val_00009264.JPEG,d8fcdd8c5e7d2160de8129efb65b5e0757bb31d544f6df70050eca1868d8a05d,9a4d28702ada06a93c42187f4f9fa811503d000b71ba3585085987b5188ec0a8
205,n03599486/ILSVRC2012_val_00010273.JPEG,1a99e3ee9644b7a3612b52cd2f59b5fd61a0426570643cacdf6d0db89cdd92ee,71e0b2029dab02618b860f6caae6307d5e39d115029768249b078e717a14dbb9
206,n01704323/ILSVRC2012_val_00029231.JPEG,36a13eba0d67dfffbd8cefb1c687fbf1a92033d0adf1cfd50b0c23f956f8601e,201aad894bde232fb7af59b0f1532159c810ee356a756280d0669bf0d8d04580
207,n04149813/ILSVRC2012_val_00042239.JPEG,1dc77181b44bce1fdcf2971f44139af5e2e338a8d3621fd4028a5d6e7a0cee9b,b6f7462fe783bbb02e109e7cbdf2a28ff80fdfd1d37b79f5a28516b0707fbfc1
208,n02009912/ILSVRC2012_val_00014361.JPEG,b66909bea384302f2cf9f8e16ff2e334b1301486637be8a7e7ea02cd7153a296,88d9cad8b0dc27cb6fc4b30d7b7fed50aa3c82533c50c71e74b63b72a0b6bdd5
209,n03109150/ILSVRC2012_val_00042234.JPEG,2587ee17ee6cd3f5cac2d810ad00f61bacff21a297db628d89acd747c362c241,f4b950c627e73aeeebad20003110bef28c1236a00165b1c13db63905462bc534
210,n02112350/ILSVRC2012_val_00010065.JPEG,ca847a0f4975e2495f3209d6963da9a4b36b1e700c5f5f8378f681f1a5744ecb,ddc93bd9f5c33a59ba9fc3df31e047711a260a2d884fd8ce472ae544c23a58c2
211,n02391049/ILSVRC2012_val_00047305.JPEG,54fab3059559894e334c93627d12ced71e9f3e96782c721042ffd8cfe835b25e,2069201d00a97eb7af6a852def0b472edf9c22a02ac51fbeba5eebec7e091b72
212,n02939185/ILSVRC2012_val_00049308.JPEG,86ec14265d945c1cec3b8ecc458f7a244e54c8bce2f106c5978b02fecd9d8e3d,80842cfc15502b13565480b182a0af847aee64dcb9d0717ed815ebc8a6a9679b
213,n07802026/ILSVRC2012_val_00043223.JPEG,737f2bea8160efd01a29888f5a96ade757e9ad8587317a0d825b4c10e3f9f01a,63bf117405e24591ac300fffedf44fa960bfec4d5acf9027b96804693e02f125
214,n03627232/ILSVRC2012_val_00020421.JPEG,6d438d308ff77ead633ad029e69f7782f7697169c73808e78b32e9d641e9a1b4,ab6be33034d060709bce747e929fe3ef67e96fbcdeea188e89f7a315779a944d
215,n04019541/ILSVRC2012_val_00041035.JPEG,af625a6a60bbbbdfb9578216f90607e4aadd07ed9586ff351d965938c1b1e170,9deff2fa0c004b5bd215a8330caf74eec81d5863561ed57b75c5ede238fc8ba9
216,n02104029/ILSVRC2012_val_00002402.JPEG,533540201fb939c7592b5938f8517bb10ff3c0447e4d4854045b2adcefb345c4,8be9d41264163a71ca820ddea25ab21e4c8b53b2d6f6035d9d66d8762c00f408
217,n04612504/ILSVRC2012_val_00022075.JPEG,e6807f84a7b53cdf8b3a70abdb96104bb571eadfb87fa887ba5ae9a0f1938dc2,81d51ebc7500abfdae11b464fd74833ef550d8fde8ebeb1580b243e287e0a1af
218,n04515003/ILSVRC2012_val_00038019.JPEG,a6e51db010a97d0e95d490afa51eafd9f4c2d5920df0a0cd2c59a41385a81bb1,189dccd2e121f62567c675acd65157e3df90e4c909e66115a7232d325ccf1f5c
219,n02113712/ILSVRC2012_val_00031306.JPEG,8e4e89e821f63471b1ac1872fe6a23e0a83ad1520aae3596a51844f84e3e50a4,90a9cfd2a2415b8cbed8154fcd658f5ee6679920c87b9802e8eadad0180a3d62
220,n01774750/ILSVRC2012_val_00003320.JPEG,789f87815f5ab5f057ddcce4f0e05b376a09fab71cc3c6207b058db2a684bee7,e74907d6b2a3ca12954f719ddf1993ad682222af13ef287e16ccd8b20175b180
221,n04525305/ILSVRC2012_val_00017691.JPEG,c3d29f7d6483ddba65311f2aa27c378fbd7dd72b5f9f81b2f4e40237e9f74bab,e32ab8f611fb86c0f6fb939263a52399a074837c111944baa95eb744f66d3810
222,n02099601/ILSVRC2012_val_00019212.JPEG,aafd694eba2183bdf2a5a7e5aa943b46c1dee9f64907a4616a59536664c96ad2,66d8a7dd877ae066276b813f0bb6854920d7b158e29ba50bf27702179691b3ab
223,n02100735/ILSVRC2012_val_00012739.JPEG,961bbd8efc4e887d1b157d998b127831e1bf22f702cb0ff180c7a140050ab34c,e4214bf492a5d608ad02f8ec25f52c88904bca86425c563d54986c99462a1f0a
224,n02843684/ILSVRC2012_val_00026872.JPEG,e3bab58e200c97774a51f90b5397ead93ebea1a12d4344649cf5d9b873213c0b,38a9152fa8c12d8c0c9f6c4eb60640ecfe0db0828bc0e8e01d109e5784b81731
225,n03873416/ILSVRC2012_val_00048851.JPEG,bc14752d11d8dc87aedb236c38634033d577f016ef48c3d0518399174fce242c,ed19cd801907814294b78729d5964eefb89058d341301ba000b7de2d66e643f0
226,n02319095/ILSVRC2012_val_00038301.JPEG,41de86bd7467a6f083a95a15538c4a764fce6372ca1eee8b081b07e95281a118,437d9ac3ae196733e23007efb3f63a84358b4f329ef96803a296bab81bf25461
227,n02085936/ILSVRC2012_val_00030449.JPEG,a6bf0592303b21ce153939a617bbcd9565ec44a3514790cbe6e6f4e1dd996c5e,b61e0a9637b13afcb1394a4764b29c00e898d13eda1770bf9cb6dddec9d285db
228,n04152593/ILSVRC2012_val_00010831.JPEG,657cac62162dea4d3fbcdb71c95f8047501ad6ab367313480a0fb0cc1d97135c,b536575fc89fba534fc2f9ff58c30284fa05b595e4120cff49e81c7a4bffbc49
229,n03452741/ILSVRC2012_val_00032753.JPEG,76b4ccd0a2b005ee96ae55fb339a211c982b107e39a93327275c45553a5e45a8,7d0e21a3373c695591e08fcbf92ce7cc4d9e4a27734927e3ef36f1760d8498ea
230,n04485082/ILSVRC2012_val_00024709.JPEG,bf4d2032196c84c99b270d19499e1f451ed2bda5b48da7ea1ee3f99de8d51880,cb76ef98dfc1d3ada016e3a84d27fa656c8d85bb645916d029a5eecb4db4286e
231,n02105641/ILSVRC2012_val_00006393.JPEG,245120bf6c07eadf93b3d3e71cdde9d7befe6720417d1500b2cbab00a2f8336d,d5e9a13543157239a21a4021be899ec666fdbd810a70910705ea417c2fde7a6f
232,n01580077/ILSVRC2012_val_00010272.JPEG,95b5b4c3ed9476423a844e82b7381d66b0499b0c9a1d90f92dc298975f9402b1,69215c87acf61d37ba9531792f33aa37fbd46ee6e827ff508a8cebfbe0284be9
233,n03633091/ILSVRC2012_val_00011185.JPEG,0fccab6c2ada6330fd1e1c66127ccf3f51273fb17fa2ae5729c8816ca2e5a72e,1fd53ca1075f8726e7c30979efb4abe294e73fc8174f34217afc409a428a9638
234,n04548280/ILSVRC2012_val_00049546.JPEG,78a0124ee1b2b24099aed3d316f52a941d5cef9fc97bfe765a72150cf6137599,7722186db98a55f1fe516012429e155a55de35afef88667685cf9197e48a37e9
235,n03218198/ILSVRC2012_val_00018544.JPEG,5ac22a78ca621de85592e273ba56d668e4a25a392a4010822a7dea7f3a8b5946,b482925caa680afce1a8831bbffef5a1e964696292e519d23c03f1efa60d0a00
236,n04009552/ILSVRC2012_val_00047128.JPEG,fb25ff12f6ae989f42b9e2ed64017f90fcd068e7c8246f36d0e3c676fd1b4742,261a94d3cb30ee7bca69606aaaa27c2d80489a91205268804099ad6fe9ed154e
237,n03786901/ILSVRC2012_val_00033201.JPEG,8ca8ffc130b7093e7265e91d6a847ce3ba42c083eddcb63dbcf57ca5041af3fa,ec18dc6c7bb4b2ace7458c9d09e88b4f91cd506f8eddd636c15aeaf475128d0b
238,n02704792/ILSVRC2012_val_00009681.JPEG,1d2496d2ff21c58cee6cf60133ef3874fa67ec6ad6edeb3b4e0ad68425830b04,451cc4ffc2cde96b0c810118e1e86ee1b177e193fbbe24d22baff85068516acd
239,n04399382/ILSVRC2012_val_00025815.JPEG,c1cfb732926863949dbf61c973a8e414cff2d2e3575d5abea01dc6b07c15b466,f282a898ad6aee8dd822cc2b1cd7e17eb16382b37dc7c5e87f9e1786c51e2ced
240,n02930766/ILSVRC2012_val_00003886.JPEG,2107a6cd42653109f3914b70d12f060973c9ee00336346d2e11aff58e579f475,66b77d7a6100debba6b4d47b6daabfa1f8c5206b47636f41bc8e1185b8e9d8e1
241,n03089624/ILSVRC2012_val_00024403.JPEG,9ac8427a0d9b9f3da2f4f2af339395c2e97c17ff32a94d4515705866fdb5dd76,52319dc0f76431239b87d9ec53c3d3ca4437b1a7675da0d216aecb5af70dbd78
242,n04447861/ILSVRC2012_val_00044517.JPEG,cb20a8db4b925fd1de02a3ec9ff91278d84b375b07ce5c4ba85e74749a6643bf,7b3d23e426b9a33e6dfe64f15e53cec2387fd22a4da54427d56aacd59a618c51
243,n02319095/ILSVRC2012_val_00047776.JPEG,e6b51fd7d689accd9ccc33443b6747d2d3cc391d50c328bd2ab4d65ed7e56aab,6cb44666494c8b02e56016daa1b17052980576ad5e45903e6e7783715152eef8
244,n02097658/ILSVRC2012_val_00002765.JPEG,86522b1b735a4291623d381f4ec9cbb4c1c10cc130058e15bc13679f5515d050,553a417ebb19d69e2dba831056783d8fabb8c798e54b483512fb12d1427c8ec6
245,n03977966/ILSVRC2012_val_00035221.JPEG,fd546f2e1cab435125294e3864429c9ff23fb3ee33fe0c80133b3cc2dbcdfe33,cdc552dbf724c3a2333441a2b5c46b5d068355b05ed33d91b69a548768c8d344
246,n04590129/ILSVRC2012_val_00022751.JPEG,37bd6231147fbaf93ecd5dfd75f3f998a515fa6cb6e2f2b8d671b0320d6f3717,08674853228c3fbe6db06db98dfbfe1f8f54cb6a727f33203117b7ad6e3cf450
